25	50	75	100	125	150	175	225	250	275	200	300
50	75	100	125	150	175	200	250	275	300	225	325
75	100	125	150	175	200	225	275	300	325	250	350
100	125	150	175	200	225	250	300	325	350	275	375
125	150	175	200	225	250	275	325	350	375	300	400
150	175	200	225	250	275	300	350	375	400	325	425
175	200	225	250	275	300	325	375	400	425	350	450
200	225	250	275	300	325	350	400	425	450	375	475
225	250	275	300	325	350	375	425	450	475	400	500
250	275	300	325	350	375	400	450	475	500	425	525
500	475	450	425	400	375	350	300	275	250	325	225
25	50	75	100	125	150	175	225	250	275	300	200
50	75	100	125	150	175	200	250	275	300	325	225
75	100	125	150	175	200	225	275	300	325	350	250
100	125	150	175	200	225	250	300	325	350	375	275
125	150	175	200	225	250	275	325	350	375	400	300
150	175	200	225	250	275	300	350	375	400	425	325
175	200	225	250	275	300	325	375	400	425	450	350
200	225	250	275	300	325	350	400	425	450	475	375
225	250	275	300	325	350	375	425	450	475	500	400
250	275	300	325	350	375	400	450	475	500	525	425
500	475	450	425	400	375	350	300	275	250	225	325
25	50	75	100	125	150	175	200	250	225	275	300
50	75	100	125	150	175	200	225	275	250	300	325
75	100	125	150	175	200	225	250	300	275	325	350
100	125	150	175	200	225	250	275	325	300	350	375
125	150	175	200	225	250	275	300	350	325	375	400
150	175	200	225	250	275	300	325	375	350	400	425
175	200	225	250	275	300	325	350	400	375	425	450
200	225	250	275	300	325	350	375	425	400	450	475
225	250	275	300	325	350	375	400	450	425	475	500
250	275	300	325	350	375	400	425	475	450	500	525
500	475	450	425	400	375	350	325	275	300	250	225
25	50	75	100	125	150	175	200	250	275	225	300
50	75	100	125	150	175	200	225	275	300	250	325
75	100	125	150	175	200	225	250	300	325	275	350
100	125	150	175	200	225	250	275	325	350	300	375
125	150	175	200	225	250	275	300	350	375	325	400
150	175	200	225	250	275	300	325	375	400	350	425
175	200	225	250	275	300	325	350	400	425	375	450
200	225	250	275	300	325	350	375	425	450	400	475
225	250	275	300	325	350	375	400	450	475	425	500
250	275	300	325	350	375	400	425	475	500	450	525
500	475	450	425	400	375	350	325	275	250	300	225
25	50	75	100	125	150	175	200	250	275	300	225
50	75	100	125	150	175	200	225	275	300	325	250
75	100	125	150	175	200	225	250	300	325	350	275
100	125	150	175	200	225	250	275	325	350	375	300
125	150	175	200	225	250	275	300	350	375	400	325
150	175	200	225	250	275	300	325	375	400	425	350
175	200	225	250	275	300	325	350	400	425	450	375
200	225	250	275	300	325	350	375	425	450	475	400
225	250	275	300	325	350	375	400	450	475	500	425
250	275	300	325	350	375	400	425	475	500	525	450
500	475	450	425	400	375	350	325	275	250	225	300
25	50	75	100	125	150	175	200	225	275	250	300
50	75	100	125	150	175	200	225	250	300	275	325
75	100	125	150	175	200	225	250	275	325	300	350
100	125	150	175	200	225	250	275	300	350	325	375
125	150	175	200	225	250	275	300	325	375	350	400
150	175	200	225	250	275	300	325	350	400	375	425
175	200	225	250	275	300	325	350	375	425	400	450
200	225	250	275	300	325	350	375	400	450	425	475
225	250	275	300	325	350	375	400	425	475	450	500
250	275	300	325	350	375	400	425	450	500	475	525
500	475	450	425	400	375	350	325	300	250	275	225
25	50	75	100	125	150	175	200	225	275	300	250
50	75	100	125	150	175	200	225	250	300	325	275
75	100	125	150	175	200	225	250	275	325	350	300
100	125	150	175	200	225	250	275	300	350	375	325
125	150	175	200	225	250	275	300	325	375	400	350
150	175	200	225	250	275	300	325	350	400	425	375
175	200	225	250	275	300	325	350	375	425	450	400
200	225	250	275	300	325	350	375	400	450	475	425
225	250	275	300	325	350	375	400	425	475	500	450
250	275	300	325	350	375	400	425	450	500	525	475
500	475	450	425	400	375	350	325	300	250	225	275
25	50	75	100	125	150	175	200	225	250	300	275
50	75	100	125	150	175	200	225	250	275	325	300
75	100	125	150	175	200	225	250	275	300	350	325
100	125	150	175	200	225	250	275	300	325	375	350
125	150	175	200	225	250	275	300	325	350	400	375
150	175	200	225	250	275	300	325	350	375	425	400
175	200	225	250	275	300	325	350	375	400	450	425
200	225	250	275	300	325	350	375	400	425	475	450
225	250	275	300	325	350	375	400	425	450	500	475
250	275	300	325	350	375	400	425	450	475	525	500
500	475	450	425	400	375	350	325	300	275	225	250
300	275	250	225	200	175	150	125	100	75	50	25
325	300	275	250	225	200	175	150	125	100	75	50
350	325	300	275	250	225	200	175	150	125	100	75
375	350	325	300	275	250	225	200	175	150	125	100
400	375	350	325	300	275	250	225	200	175	150	125
425	400	375	350	325	300	275	250	225	200	175	150
450	425	400	375	350	325	300	275	250	225	200	175
475	450	425	400	375	350	325	300	275	250	225	200
500	475	450	425	400	375	350	325	300	275	250	225
525	500	475	450	425	400	375	350	325	300	275	250
225	250	275	300	325	350	375	400	425	450	475	500
